original_food_id,original_food_name,food_genus_id,food_genus_description,food_group,food_subgroup,food_genus_confidence,fct_name,data_reference_original_id,moisture_in_g,energy_in_kcal,energy_in_kj,nitrogen_in_g,totalprotein_in_g,totalfats_in_g,saturatedfa_in_g,monounsaturatedfa_in_g,polyunsaturatedfa_in_g,cholesterol_in_mg,carbohydrates_in_g,fibre_in_g,ash_in_g,ca_in_mg,fe_in_mg,mg_in_mg,p_in_mg,k_in_mg,na_in_mg,zn_in_mg,cu_in_mg,mn_in_mcg,i_in_mcg,se_in_mcg,vitamina_in_rae_in_mcg,thiamin_in_mg,riboflavin_in_mg,niacin_in_mg,vitaminb6_in_mg,folicacid_in_mcg,folate_in_mcg,vitaminb12_in_mcg,pantothenate_in_mg,biotin_in_mcg,vitaminc_in_mg,vitamind_in_mcg,vitamine_in_mg,phyticacid_in_mg,region
NA,Sesameseed,1444.01,sesame seeds,Pulses and Beans,sesame seed and products,h,regional-SSA-fct,NA,NA,573,NA,NA,17.7,49.7,NA,NA,NA,NA,6.6,16.9,NA,975,14.6,351,NA,NA,NA,7.8,4.1,NA,0,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710,E
NA,Sesameseed Oil,21691.07.01,sesame seed oil,Pulses and Beans,sesameseed oil and products,h,regional-SSA-fct,NA,NA,884,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sorghum,114.01,"sorghum grain, raw",Cereals,sorghum and products,h,regional-SSA-fct,NA,NA,339,NA,NA,11.3,3.3,NA,NA,NA,NA,65.6,9,NA,15,4.1,34,NA,NA,NA,0.8,0.3,NA,10,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,E
NA,Soyabean Oil,2161.01,soybean oil,Pulses and Beans,soyabean oil and products,h,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Soyabeans,141.01,"soybeans, dried, raw",Pulses and Beans,soyabeans and products,h,regional-SSA-fct,NA,NA,415,NA,NA,36.5,20,NA,NA,NA,NA,21,9.3,NA,278,15.8,280,NA,NA,NA,5,1.7,NA,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473,E
NA,"Spices, Other",1699.01,turmeric roots,Other foods,"spices, other and products",m,regional-SSA-fct,NA,NA,382.887189,NA,NA,7.8,9.9,NA,NA,NA,NA,43.8,21.1,NA,183,41.4,193,NA,NA,NA,4.35,0.6,NA,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sugar (Raw Equivalent),23520.01,"sugar, white",Other foods,sugar (raw equivalent) and products,h,regional-SSA-fct,NA,NA,387,NA,NA,0,0,NA,NA,NA,NA,99.9,0,NA,1,0.1,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sugar Beet,1801.01,"beetroots, sugar, raw",Other foods,sugar beet and products,h,regional-SSA-fct,NA,NA,40.630975,NA,NA,1.6,0.1,NA,NA,NA,NA,5.8,2.4,NA,17,0.8,26,NA,NA,NA,0.29,0.08,NA,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sugar Cane,1802.01,sugar canes,Other foods,sugar cane and products,h,regional-SSA-fct,NA,NA,26,NA,NA,0,0,NA,NA,NA,NA,6.8,0,NA,6,0.1,2,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,"Sugar, Non-Centrifugal",23511.02.01,"syrups, sugar cane",Other foods,sugar non-centrifugal and products,m,regional-SSA-fct,NA,NA,56,NA,NA,0,0,NA,NA,NA,NA,14.6,0,NA,13,0.3,4,NA,NA,NA,0,0.1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sunflowerseed,1445.01,"sunflower seeds, dried",Other foods,sunflower seed and products,h,regional-SSA-fct,NA,NA,588,NA,NA,26.4,54.8,NA,NA,NA,NA,12.2,10.1,NA,131,7.8,347,NA,NA,NA,10.3,1.5,NA,0,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,E
NA,Sunflowerseed Oil,21631.01.01,sunflower oil,Other foods,sunflowerseed oil and products,h,regional-SSA-fct,NA,NA,884.321223,NA,NA,0,100,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Sweet Potatoes,1530.01,"sweet potato, white-flesh, raw",Roots and Tubers,sweet potatoes and products,m,regional-SSA-fct,NA,NA,103,NA,NA,1.7,0.1,NA,NA,NA,NA,21.3,3,NA,28,0.5,20,NA,NA,NA,0.3,0.2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,E
NA,"Sweeteners, Other",23210.01.01,"fructose, powder",Other foods,"sweeteners, other and products",m,regional-SSA-fct,NA,NA,368,NA,NA,0,0,NA,NA,NA,NA,100,0,NA,0,0.1,0,NA,NA,NA,0,0.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Tea,1620.01,tea leaves,Other foods,tea (including mate) and products,m,regional-SSA-fct,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,0.2,0,NA,2,0,2,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Tomatoes,1234.01,"tomatoes, raw",Fruits and Vegetables,tomatoes and products,h,regional-SSA-fct,NA,NA,21,NA,NA,0.9,0.3,NA,NA,NA,NA,3.5,1.1,NA,5,0.5,11,NA,NA,NA,0.1,0.1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,E
NA,"Vegetables, Other",1212.01,"cabbages, white, raw",Fruits and Vegetables,"vegetables, other and products",m,regional-SSA-fct,NA,NA,15,NA,NA,1.3,0.1,NA,NA,NA,NA,5.8,2.5,NA,40,0.5,12,NA,NA,NA,0.2,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,E
NA,Wheat,23110.01,"wheat flour, unrefined",Cereals,wheat and products,m,regional-SSA-fct,NA,NA,339,NA,NA,13.7,1.9,NA,NA,NA,NA,60.4,12.2,NA,15,1.2,22,NA,NA,NA,0.7,0.1,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,E
NA,Wine,24212.02.01,"wine, white",Other foods,wine and products,m,regional-SSA-fct,NA,NA,71.70172,NA,NA,0.2,0,NA,NA,NA,NA,1.4,0,NA,8,0.4,10,NA,NA,NA,0.07,0.4,NA,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,E
NA,Yams,1540.01,"yams, raw",Roots and Tubers,yams and products,h,regional-SSA-fct,NA,NA,97,NA,NA,2.1,0.1,NA,NA,NA,NA,21.7,1.2,NA,8,0.8,26,NA,NA,NA,0.5,0.17,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,E
