"ID_0","FoodName_0","ID_1","FoodName_1","ID_2","FoodName_2","ID_3","FE2_3","FoodName_3","Description1","Desc1.ref","Description2","scientific_name","V14","V15","Desc1.ref2"
"CE","Cereals","2520","cereals, other and products","1194","quinoa","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","1195","canary seed","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","1199.02","mixed grain","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","1199.9","other cereals n.e.c.","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23120.07","flour of buckwheat","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23120.08","flour of fonio","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23120.09","flour of triticale","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23120.1","flour of mixed grain","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23120.9","flour of cereals nes","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","23140.08","cereal preparations","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","39120.09","bran of buckwheat [only calories]","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","39120.1","bran of fonio [only calories]","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","39120.11","bran of triticale [only calories]","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","39120.12","bran of mixed grain [only calories]","","","","","","",NA,NA,NA,NA
"CE","Cereals","2520","cereals, other and products","39120.13","bran of cereals nes [only calories]","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","1510","potatoes","1510.01","A00ZT#F28.A07HS","potatoes, raw","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","1510","potatoes","1510.02","A0BYS#F02.A0EPT$F28.A07GV$F28.A07KV$F04.A00ZT","potato, crisps","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","21313","potatoes, frozen","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","21392","flour, meal, powder, flakes, granules and pellets of potatoes","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","23220.05","starch of potatoes","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2531","potatoes and products","23230.01","tapioca of potatoes","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.01","A010C#F28.A07HS$F10.A0F2R","sweet potato, white-flesh, raw","Nutritional disaggregation","","vitamin A",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.02","A010C#F28.A07HS$F10.A0F5J","sweet potatoes, orange-flesh, raw","Nutritional disaggregation","","vitamin A",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.03","A010C#F28.A07HS$F10.A16ZX","sweet potatoes, purple-flesh, raw","Nutritional disaggregation","","vitamin A",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.04","A010C#F28.A07GL$F10.A0F2R","sweet potato, white-flesh, boiled","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.05","A010C#F28.A07GY$F10.A0F2R","sweet potato, white-flesh, roasted","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.06","A010C#F28.A07GL$F10.A0F5J","sweet potatoes, orange-flesh, boiled","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2533","sweet potatoes and products","1530","sweet potatoes","1530.07","A010C#F28.A07GY$F10.A0F5J","sweet potatoes, orange-flesh, roasted","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","1520.01","cassava, fresh","1520.01.01","A00ZZ#F28.A07HS","cassava root, raw","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","1520.01","cassava, fresh","1520.01.02","A00ZZ#F28.A07GL","cassava root, boiled","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","1520.01","cassava, fresh","1520.01.03","A00ZZ#F28.A07GY","cassava root, roasted","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","1520.02","cassava, dried","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","23170.01","flour of cassava","23170.01.01","A16RD#F27.A00ZZ$F28.A07HS$F28.A07LA$F03.A06JD","cassava, flour, raw","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","23220.06","starch of cassava","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2532","cassava and products","23230.02","tapioca of cassava","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2535","yams and products","1540","yams","1540.01","A010D#F28.A07HS","yams, raw","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2534","roots, other and products","1550","taro","1550.01","A010B#F28.A07HS","taros, raw","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2534","roots, other and products","1591","yautia","1591.01","A010A#F28.A07HS","cocoyam, white, fresh, raw","xanthosoma sagittifolium","","",NA,NA,NA,NA
"RT","Roots and Tubers","2534","roots, other and products","1599.1","edible roots and tubers with high starch or inulin content, n.e.c., fresh","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2534","roots, other and products","1599.2","edible roots and tubers with high starch or inulin content, n.e.c., dry","","","","","","",NA,NA,NA,NA
"RT","Roots and Tubers","2534","roots, other and products","23170.02","flour of roots and tubers nes","","","","","","",NA,NA,NA,NA
"OT","Other foods","2536","sugar cane and products","1802","sugar cane","1802.01","A010V#F02.A0ELH$F01.A05QL$F27.A010V","sugar canes","","","",NA,NA,NA,NA
"OT","Other foods","2537","sugar beet and products","1801","sugar beet","1801.01","A010T#F28.A07HS","beetroots, sugar, raw","","","",NA,NA,NA,NA
"OT","Other foods","2541","sugar non-centrifugal and products","23511.02","cane sugar, non-centrifugal","23511.02.01","A033Z#F27.A010V","sugar, from unrefined sugar cane","Sugar, Non-Centrifugal: Generally derived from sugar cane through traditional methods without centrifugation.","FAOSTAT Commodity List (FCL)","jaggery, panela, raw sugar",NA,NA,NA,"https://doi.org/10.1016/j.foodchem.2017.01.134"
"OT","Other foods","2542","sugar (raw equivalent) and products","23512","beet sugar","","","","","","",NA,NA,NA,NA
"OT","Other foods","2542","sugar (raw equivalent) and products","23520","refined sugar","23520.01","A032J#F02.A0EPY$F28.A0C04$F28.A0BZT$F10.A07XK","sugar, white","Sugar, Refined: Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar.","FAOSTAT Commodity List (FCL)","",NA,NA,NA,NA
"OT","Other foods","2542","sugar (raw equivalent) and products","23511.01","cane sugar, centrifugal","","","","","","",NA,NA,NA,NA
"OT","Other foods","2542","sugar (raw equivalent) and products","2351F","raw cane or beet sugar (centrifugal only)","","","","","","",NA,NA,NA,NA
"OT","Other foods","2542","sugar (raw equivalent) and products","23670.01","sugar confectionery","23670.01.01","A034X#F02.A06EP$F04.A032H$F04.A033R$F10.A0CJP","sweets, including chewing gum","","","",NA,NA,NA,NA
"OT","Other foods","2542","sugar (raw equivalent) and products","23670.01","sugar confectionery","23670.01.02","A036K#F02.A06ES$F04.A03DK","flavoured ice","","","",NA,NA,NA,NA
"OT","Other foods","2745","honey and products","2910","natural honey","2910.01","A033M#F02.A06EF$F01.A04TG$F27.A033M$F28.A0CRJ","honey","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","1809","other sugar crops n.e.c.","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23530","refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23540","molasses (from beet, cane and maize) [only calories]","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","24490","other non-alcoholic caloric beverages n.e.c","24490.01","A03GE#F02.A0F0Q$F28.A07KF","sugar sweetned beverage, concentrate","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","24490","other non-alcoholic caloric beverages n.e.c","24490.02","A03FR#F02.A0ENS$F10.A0CQG","sugar sweetned beverage, cola","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.01","fructose, chemically pure","23210.01.01","A032T#F03.A06JD","fructose, powder","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.02","maltose, chemically pure","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.03","other fructose and syrup","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.04","sugar and syrups nes","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.05","glucose and dextrose","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.06","lactose","","","","","","",NA,NA,NA,NA
"OT","Other foods","2543","sweeteners, other and products","23210.08","isoglucose","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2546","beans and products","1701","beans, dry","1701.01","A012S#F28.A07HS","beans, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2546","beans and products","1701","beans, dry","1701.02","A012T#F28.A07HS","common beans, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2546","beans and products","1701","beans, dry","1701.03","A012V#F28.A07HS","kidney beans, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2547","peas and products","1705","peas, dry","1705.01","A013J#F28.A07HS","peas, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1702","broad beans and horse beans, dry","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1703","chick peas, dry","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1704","lentils, dry","1704.01","A013Q#F28.A07HS","lentils, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1706","cow peas, dry","1706.01","A013N#F28.A07HS","cow peas, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1706","cow peas, dry","1706.02","A013N#F28.A07HS","black eye peas, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1707","pigeon peas, dry","1707.01","A013P#F28.A07HS","pigeon peas, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1708","bambara beans, dry","1708.01","A013R#F28.A07HS","bambara bean, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1709.01","vetches","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1709.02","lupins","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","1709.9","other pulses n.e.c.","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","23170.03","flour of pulses","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2549","pulses, other and products","39120.14","bran of pulses [only calories]","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1371","almonds, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1372","cashew nuts, in shell","1372.01","A014H#F02.A066R$F01.A05QR$F27.A014H","cashew nuts","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1373","chestnuts, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1374","hazelnuts, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1375","pistachios, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1376","walnuts, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1377","brazil nuts, in shell","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","21422","almonds, shelled","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","21423","hazelnuts, shelled","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","21424","cashew nuts, shelled","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1379.01","areca nuts","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1379.02","kola nuts","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","1379.9","other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1379.9.01","A014M#F02.A066R$F01.A05RH$F27.A014M","macadamias","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","21429.01","brazil nuts, shelled","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","21429.02","walnuts, shelled","","","","","","",NA,NA,NA,NA
"OT","Other foods","2551","nuts and products","F0235","prepared nuts","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2555","soyabeans and products","141","soya beans","141.01","A0DCH#F28.A07HS","soybeans, dried, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2555","soyabeans and products","141","soya beans","141.02","A185Q#F27.A0DCH","soybeans, flour, raw","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2555","soyabeans and products","23995.01","soya sauce","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2555","soyabeans and products","23995.02","soya paste","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2555","soyabeans and products","23999.03","soya curd","","","","","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","142","groundnuts, excluding shelled","142.01","A015H#F20.A07QD","peanuts, unshelled, dried, raw","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","142","groundnuts, excluding shelled","142.02","A0F0N#F27.A015H$F28.A07HS$F28.A07LA$F03.A06JD","peanut, flour, raw","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","142","groundnuts, excluding shelled","142.03","A012P#F28.A07HS$F20.A07QD","peanuts, fresh, unshelled, raw","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","142","groundnuts, excluding shelled","142.04","A015H#F28.A07GY$F20.A07QD","peanut, unshelled, roasted","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","142","groundnuts, excluding shelled","142.05","A015H#F28.A07GL$F20.A07QD","peanut, unshelled, boiled","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","21421","groundnuts, shelled","21421.01","A015H#F20.A07QC","peanuts, shelled, dried, raw","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","21421","groundnuts, shelled","21421.02","A012P#F28.A07HS$F20.A07QC","peanuts, fresh, shelled, raw","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","21495.01","prepared groundnuts","","","","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
"PB","Pulses and Beans","2552","Groundnuts","21495.02","peanut butter","","","","Default composition: 242 Groundnuts, with shell, 243 Groundnuts, shelled, 246 Groundnuts, prepared, 247 Peanut butter. NOTE: old FBS code 2556","","",NA,NA,NA,NA
