"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"14-272","Apple juice concentrate, unsweetened, commerical",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","31.4","223","952","0.08","0.5",NA,"0.10","0","0.30",NA,NA,NA,NA,"35","1.60","29","38","640","11","0.1","0",NA,"0","0",NA,0.01,"0.02",0.7,0.07,NA,NA,"0.0","0.22","2.0","49","0.0","0.02",NA
"14-331","Apple juice, clear, ambient and chilled",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","86.6","37","157","0.02","0.1",NA,"0","0","0",NA,NA,"0",NA,"6","0.06","4","6","89","3","0","0.01",NA,"0","0",NA,0.05,"0.02",0.2,0.05,NA,NA,"0.0","0.05","0.9","26","0.0","0",NA
"17-851","Apple sauce, homemade",NA,NA,NA,NA,NA,"UK21","Updated 2014","77.5","79","336","0.04","0.3",NA,"0.05","0.02","0.11",NA,NA,"1.4",NA,"5","0.11","3","6","75","2","0.0","0.03",NA,"3","0",NA,0.03,"0.01",0.1,0.04,NA,NA,"0.0","0","0.7","9","0.0","0.10",NA
"14-344","Apples, cooking, baked with sugar, flesh only",NA,NA,NA,NA,NA,"UK21","Updated 2014","79.9","69","292","0.02","0.2",NA,"0.07","0.04","0.14",NA,NA,"1.9",NA,"5","0.17","3","8","100","1","0","0.04",NA,"4","0",NA,0.02,"0.04",0.2,0.06,NA,NA,"0.0","0.12","1.1","14","0.0","0.12",NA
"14-345","Apples, cooking, baked with sugar, flesh only, weighed with skin",NA,NA,NA,NA,NA,"UK21","Updated 2014","67.1","57","243","0.02","0.2",NA,"0.06","0.03","0.12",NA,NA,"1.6",NA,"4","0.14","3","6","84","1","0","0.04",NA,"3","0",NA,0.02,"0.03",0.2,0.05,NA,NA,"0.0","0.10","0.9","12","0.0","0.10",NA
"14-342","Apples, cooking, baked without sugar, flesh only",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","85.0","47","201","0.02","0.2",NA,"0.07","0.04","0.15",NA,NA,"2.0",NA,"3","0.12","3","8","103","1","0","0.04",NA,"4","0",NA,0.02,"0.04",0.2,0.06,NA,NA,"0.0","0.13","1.2","15","0.0","0.13",NA
"14-343","Apples, cooking, baked without sugar, flesh only, weighed with skin",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","71.4","40","168","0.02","0.2",NA,"0.06","0.03","0.13",NA,NA,"1.7",NA,"3","0.10","3","7","87","1","0","0.03",NA,"3","0",NA,0.02,"0.03",0.2,0.05,NA,NA,"0.0","0.11","1.0","13","0.0","0.13",NA
"14-362","Apples, cooking, raw, flesh only, peeled",NA,NA,NA,NA,NA,"UK21","LGC, Nutritional composition of fresh fruit, 1985-1986; and Fruit and Nuts Supplement, 1992","87.7","37","159","0.05","0.3",NA,"0.06","0.03","0.13",NA,NA,"1.7",NA,"4","0.10","3","7","88","2","0","0.02",NA,"4","0",NA,0.04,"0.02",0.1,0.06,NA,NA,"0.0","0","1.2","14","0.0","0.12",NA
"14-363","Apples, cooking, raw, flesh only, weighed with skin and core",NA,NA,NA,NA,NA,"UK21","LGC, Nutritional composition of fresh fruit, 1985-1986; and Fruit and Nuts Supplement, 1992","64.0","27","116","0.04","0.2",NA,"0.04","0.02","0.09",NA,NA,"1.2",NA,"3","0.07","2","5","64","1","0","0.01",NA,"3","0",NA,0.01,"0.07",0.1,0.04,NA,NA,"0.0",NA,"0.9","10","0.0","0.09",NA
"14-332","Apples, cooking, stewed with sugar, flesh only",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","77.5","81","346","0.03","0.2",NA,"0.06","0.03","0.13",NA,NA,"1.4",NA,"3","0.10","3","6","81","1","0","0.03",NA,"4","0",NA,0.02,"0.03",0.2,0.05,NA,NA,"0.0","0.11","0.9","11","0.0","0.10",NA
"14-320","Apples, cooking, stewed without sugar, flesh only",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013","87.3","40","169","0.02","0.2",NA,"0.06","0.03","0.13",NA,NA,"1.7",NA,"3","0.10","3","7","87","1","0","0.03",NA,"4","0",NA,0.02,"0.03",0.2,0.05,NA,NA,"0.0","0.11","1.0","12","0.0","0.11",NA
"14-016","Apples, eating, dried",NA,NA,NA,NA,NA,"UK21","LGC, Fruit and vegetables, 1989-1990","21.6","238","1014","0.32","2.0",NA,"0.10","0","0.30",NA,NA,NA,NA,"16","0.50","16","43","540","16","0.5","0.11",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"0.0","0",NA,"0","0.0","1.45",NA
"14-319","Apples, eating, raw, flesh and skin","1341.01","apples, raw","Fruits and Vegetables","apples and products","m","UK21","DH, Nutrient analysis of fruit and vegetables, 2013","86.2","51","215","0.10","0.6",NA,"0.12","0.04","0.20",NA,NA,"1.2",NA,"5","0.09","4","8","100","1","0","0.03",NA,"4","0",NA,0.04,"0.04",0.1,0.07,NA,NA,"0.0","0.10","1.1","6","0.0","0.09",NA
"14-346","Apples, eating, raw, flesh and skin, weighed with core",NA,NA,NA,NA,NA,"UK21","DH, Nutrient analysis of fruit and vegetables, 2013. Vitamin K1 calculated from Bolton-Smith et al, Br.J. Nutr 83, 2000","75.0","43","183","0.08","0.5",NA,"0.10","0.03","0.17",NA,NA,"1.0",NA,"5","0.08","4","7","87","1","0","0.03",NA,"4","0",NA,0.03,"0.03",0.1,0.06,NA,NA,"0.0","0.09","1.0","5","0.0","0.08",NA
"14-031","Apricots, dried",NA,NA,NA,NA,NA,"UK21","LGC, Nutritional composition of fruit products, 1985-1986","14.7","188","802","0.77","4.8",NA,NA,NA,NA,NA,NA,NA,NA,"92","4.10","65","120","1880","56","0.7","0.40",NA,NA,"7",NA,0,"0.20",3,0.17,NA,NA,"0.0","0.70",NA,"0","0.0",NA,NA
"14-032","Apricots, dried, stewed with sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","61.8","92","393","0.30","1.9",NA,"0","0","0",NA,NA,NA,NA,"36","1.60","25","47","740","21","0.3","0.16",NA,NA,"3",NA,0,"0.06",0.9,0.05,NA,NA,"0.0","0.21",NA,"0","0.0",NA,NA
"14-033","Apricots, dried, stewed without sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","65.0","77","328","0.32","2.0",NA,"0","0","0",NA,NA,NA,NA,"37","1.70","26","49","770","22","0.3","0.16",NA,NA,"3",NA,0,"0.06",0.9,0.06,NA,NA,"0.0","0.22",NA,"0","0.0",NA,NA
"14-025","Apricots, raw, flesh and skin",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. LGC, Fruit and vegetables, 1989-1990","87.2","31","134","0.14","0.9",NA,"0","0","0",NA,NA,NA,NA,"15","0.50","11","20","270","2","0.1","0.06",NA,NA,"1",NA,0.04,"0.05",0.5,0.08,NA,NA,"0.0","0.24",NA,"6","0.0",NA,NA
"14-026","Apricots, raw, flesh and skin, weighed with stones",NA,NA,NA,NA,NA,"UK21","LGC, Fruit and vegetables, 1989-1990","80.2","29","123","0.13","0.8",NA,"0","0","0",NA,NA,NA,NA,"14","0.50","10","18","250","2","0.1","0.05",NA,NA,"1",NA,0.04,"0.05",0.5,0.07,NA,NA,"0.0","0.22",NA,"5","0.0",NA,NA
"14-392","Apricots, ready-to-eat, semi-dried",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","39.6","161","686","0.35","2.2000000000000002",NA,"0.13","0.02","0.25",NA,NA,"5.3",NA,"71","1.35","34","67","1039","9","0.25","0.3",NA,"18","0",NA,0.02,"0.01",2.5,0.09,NA,NA,"0","0.26","0.5","1","0","3.68",NA
"14-027","Apricots, stewed with sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","76.9","72","308","0.11","0.7",NA,"0","0","0",NA,NA,NA,NA,"12","0.80","7","7","190","1","0.1","0.05",NA,NA,"1",NA,0.02,"0.03",0.5,0.05,NA,NA,"0.0","0.15",NA,"4","0.0",NA,NA
"14-028","Apricots, stewed with sugar, weighed with stones",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","71.7","67","288","0.10","0.6",NA,"0","0","0",NA,NA,NA,NA,"11","0.70","7","7","180","1","0.1","0.05",NA,NA,"1",NA,0.02,"0.03",0.5,0.05,NA,NA,"0.0","0.14",NA,"4","0.0",NA,NA
"14-029","Apricots, stewed without sugar",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","88.3","27","115","0.12","0.7",NA,"0","0","0",NA,NA,NA,NA,"13","0.80","7","7","200","1","0.1","0.05",NA,NA,"1",NA,0.03,"0.03",0.3,0.05,NA,NA,"0.0","0.15",NA,"4","0.0",NA,NA
"14-030","Apricots, stewed without sugar, weighed with stones",NA,NA,NA,NA,NA,"UK21","Fruit and Nuts Supplement, 1992","82.1","25","108","0.11","0.7",NA,"0","0","0",NA,NA,NA,NA,"12","0.70","7","7","190","1","0.1","0.05",NA,NA,"1",NA,0.03,"0.03",0.3,0.05,NA,NA,"0.0","0.14",NA,"4","0.0",NA,NA
"13-152","Arrowhead, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11, and Wu Leung et al. (1972) Food composition table for use in East Asia","75.5","91","385","0.67","4.2",NA,NA,NA,NA,NA,NA,NA,NA,"11","2.20","43","140","610","18",NA,NA,NA,NA,NA,NA,0.13,"0.03",1.2,NA,NA,NA,"0.0",NA,NA,"1","0.0","0",NA
"13-151","Arrowhead, raw",NA,NA,NA,NA,NA,"UK21","Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11, and Wu Leung et al. (1972) Food composition table for use in East Asia","70.6","107","448","0.80","5.0",NA,NA,NA,NA,NA,NA,NA,NA,"13","2.60","51","170","730","22",NA,NA,NA,NA,NA,NA,0.16,"0.04",1.4,NA,NA,NA,"0.0",NA,NA,"5","0.0","0",NA
"11-001","Arrowroot",NA,NA,NA,NA,NA,"UK21","MW3, 1960. Reviewed 2014","12.2","355","1515","0.07","0.4",NA,NA,NA,NA,NA,NA,NA,NA,"7","2.00","8","27","18","5","0","0.22",NA,NA,NA,NA,0,"0",0,0,NA,NA,"0.0","0","0","0","0.0","0",NA
"13-155","Artichoke, globe, base of leaves and heart, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","IFR, The nutritional composition of retail vegetables in the UK, 1984-1987","84.4","18","78","0.47","2.9",NA,"0.10","0","0.10",NA,NA,NA,NA,"44","0.50","27","40","330","15","0.5","0.09",NA,NA,"0",NA,0,"0.02",1,0.02,NA,NA,"0.0","0.34","4.1","1","0.0","0.19",NA
"13-154","Artichoke, globe, boiled, weighed as served",NA,NA,NA,NA,NA,"UK21","IFR, The nutritional composition of retail vegetables in the UK, 1984-1987","36.3","8","34","0.20","1.2",NA,"0","0","0",NA,NA,NA,NA,"19","0.20","12","17","140","6","0.2","0.04",NA,NA,"0",NA,0,"0.01",0.4,0.01,NA,NA,"0.0","0.15","1.8","0","0.0","0.08",NA
"13-153","Artichoke, globe, raw",NA,NA,NA,NA,NA,"UK21","Vegetables, Herbs and Spices Supplement, 1991","85.2","18","77","0.45","2.8",NA,"0.10","0","0.10",NA,NA,NA,NA,"41","0.70","22","38","360","27","0.5","0.09",NA,NA,"0",NA,0.06,"0.05",1.3,0.03,NA,NA,"0.0","0.34","4.1","2","0.0","0.19",NA
"13-156","Artichoke, Jerusalem, boiled in unsalted water, flesh only",NA,NA,NA,NA,NA,"UK21","MW4, 1978","80.2","41","207","0.25","1.6",NA,"0","0","0",NA,NA,NA,NA,"30","0.40","11","33","420","3","0.1","0.12",NA,NA,NA,NA,0.1,"0",0.9,NA,NA,NA,"0.0",NA,NA,"2","0.0","0.20",NA
"13-803","Asafoetida",NA,NA,NA,NA,NA,"UK21","Gopalan et al. (1980) Nutritive value of Indian foods, National Institute of Nutrition","16.0",NA,NA,"0.64","4.0",NA,NA,NA,NA,NA,NA,NA,NA,"690","22.20",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,0,"0.04",0.3,NA,NA,NA,"0.0",NA,NA,"0","0.0",NA,NA
"13-639","Asparagus, grilled",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","90.9","25.1","106.3","0.56000000000000005","3.5",NA,"0.06","0.12","0.18",NA,NA,"1.6",NA,"27","0.6","15","78","339","3","0.61","0.14000000000000001",NA,"0","11",NA,0.11,"0.17",1.8,0.18,NA,NA,"0","0.38","0.3","10","0","1.74",NA
"13-157","Asparagus, raw",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987","91.4","25","103","0.47","2.9",NA,"0.10","0.10","0.20",NA,NA,NA,NA,"27","0.70","13","72","260","1","0.7","0.08",NA,"0","1",NA,0.16,"0.06",1,0.09,NA,NA,"0.0","0.17","0.4","12","0.0","1.16",NA
"13-640","Asparagus, roasted in rapeseed oil",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","89.8","35","147","0.56000000000000005","3.5",NA,"0.12","0.75","0.47",NA,NA,"1.6",NA,"28","0.6","15","79","342","4","0.6","0.14000000000000001",NA,"0","11",NA,0.11,"0.17",1.8,0.18,NA,NA,"0","0.39","0.3","10","0","1.69",NA
"13-638","Asparagus, steamed",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","92.4","21","90","0.46","2.9",NA,"0.05","0.1","0.15",NA,NA,"1.3",NA,"23","0.5","12","66","283","3","0.5","0.12",NA,"0","9",NA,0.09,"0.14000000000000001",1.5,0.15,NA,NA,"0","0.32","0.3","8","0","1.45",NA
"13-651","Aubergine, flesh and skin, boiled in unsalted water",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","95.2","14","59","0.12","0.7",NA,"0.13","0","0.25",NA,NA,"1.8",NA,"8","0.17","9","20","136","1","0.08","0.03",NA,"1","0",NA,0.01,"0.01",0.1,0.03,NA,NA,"0","0.04","0.4","1","0","0.02",NA
"13-669_1","Aubergine, flesh and skin, roasted in rapeseed oil",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","83.9","62","260","0.34","2.1",NA,"0.35","1.96","1.22",NA,NA,"5.0999999999999996",NA,"24","0.49","27","57","389","2","0.2","0.09",NA,"3","0",NA,0.03,"0.03",0.3,0.09,NA,NA,"0","0.11","1","3","0","0.75",NA
"13-412","Aubergine, fried in butter",NA,NA,NA,NA,NA,"UK21","Calculated using data from Vegetables, Herbs and Spices Supplement (1991) 13-162, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000","59.5","302","1262","0.19","1.2",NA,"21.10","7.70","1.00",NA,NA,NA,NA,"8","0.50","8","25","170","2","0.1","0.03",NA,"1","1",NA,0,"0",0,0.07,NA,NA,"0.0","0.07",NA,"1","0.0","5.50",NA
"13-162","Aubergine, fried in corn oil",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000","59.5","302","1246","0.19","1.2",NA,"4.10","7.90","18.50",NA,NA,NA,NA,"8","0.50","8","25","170","2","0.1","0.03",NA,"1","1",NA,0,"0",0,0.07,NA,NA,"0.0","0.07",NA,"1","0.0","5.50",NA
"13-577","Aubergine, fried in rapeseed oil",NA,NA,NA,NA,NA,"UK21","Updated 2014. Calculated using data from Vegetables, Herbs and Spices Supplement (1991) 13-162, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000","59.5","302","1262","0.19","1.2",NA,"2.18","16.68","9.43",NA,NA,NA,NA,"8","0.50","8","25","170","2","0.1","0.03",NA,"1","1",NA,0,"0",0,0.07,NA,NA,"0.0","0.07",NA,"1","0.0","7.03",NA
"13-161","Aubergine, raw",NA,NA,NA,NA,NA,"UK21","Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000","92.9","15","64","0.14","0.9",NA,"0.10","0","0.20",NA,NA,NA,NA,"10","0.30","11","16","210","2","0.2","0.01",NA,"1","1",NA,0.02,"0.01",0.1,0.08,NA,NA,"0.0","0.08",NA,"4","0.0","0.03",NA
"15-001","Aubergine, stuffed with lentils and vegetables",NA,NA,NA,NA,NA,"UK21","As Vegetable Dishes Supplement 1992","85.5","64","267","0.34","2.0",NA,"0.50","1.60","2.20",NA,NA,NA,NA,"12","0.80","12","38","240","79","0.3","0.11",NA,NA,"7",NA,0.04,"0.03",0.5,0.09,NA,NA,"0.0",NA,NA,"3","0.0","1.21",NA
"15-662","Aubergine, stuffed with rice",NA,NA,NA,NA,NA,"UK21","Updated 2014","77.3","86","364","0.30","1.9",NA,"0.22","1.01","0.70",NA,NA,NA,NA,"21","0.58","15","33","280","7","0.3","0.06",NA,"1","3",NA,0.04,"0.01",0.4,0.09,NA,NA,"0.0","0.12",NA,"5","0.0","0.50",NA
"15-663","Aubergine, stuffed with vegetables, cheese topping",NA,NA,NA,NA,NA,"UK21","Updated 2014","75.3","119","496","0.84","5.0",NA,"3.48","3.90","1.61",NA,NA,NA,NA,"125","0.60","21","119","396","109","0.9","0.11",NA,"6","5",NA,0.07,"0.12",0.9,0.13,NA,NA,"0.3","0.73",NA,"7","0.0","1.24",NA
"14-039","Avocado, Fuerte, flesh only",NA,NA,NA,NA,NA,"UK21","LGC, Fruit and vegetables, 1989-1990","73.1","189","780","0.34","2.1",NA,"3.50","12.90","1.80",NA,NA,NA,NA,"11","0.40","25","43","430","9","0.6","0.35",NA,"2","0",NA,0.12,"0.19",1,0.34,NA,NA,"0.0","1.10","3.6","5","0.0","3.20",NA
"14-040","Avocado, Fuerte, flesh only, weighed with skin and stone",NA,NA,NA,NA,NA,"UK21","LGC, Fruit and vegetables, 1989-1990","51.9","134","553","0.24","1.5",NA,"2.50","9.20","1.30",NA,NA,NA,NA,"8","0.30","18","31","310","6","0.4","0.25",NA,"1","0",NA,0.09,"0.13",0.7,0.24,NA,NA,"0.0","0.78","2.6","3","0.0","2.27",NA
"14-386","Avocado, Hass, flesh only",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","71.5","171","703","0.28999999999999998","1.8",NA,"4.1500000000000004","9.98","2.2999999999999998",NA,NA,"3.1",NA,"19","0.51","27","57","583","7","0.6","0.25",NA,"1","0",NA,0.09,"0.09",2.1,0.3,NA,NA,"0","1.34","2.4","1","0","2.19",NA
"14-387","Avocado, Hass, flesh only, weighed with skin and stone",NA,NA,NA,NA,NA,"UK21","PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017","49.3","118","486","0.2","1.3",NA,"2.86","6.89","1.59",NA,NA,"2.1",NA,"13","0.35","19","39","402","5","0.38","0.17",NA,"0","0",NA,0.06,"0.06",1.45,0.21,NA,NA,"0","0.92","1.6","0.8","0","1.51",NA
"16-001","Ayr, raw",NA,NA,NA,NA,NA,"UK21","Gopalan et al (1980) Nutritive value of Indian foods. National Insitute of Nutrition, Indian Council of Medical Research","78.1","75","318","2.54","15.9",NA,NA,NA,NA,NA,NA,NA,NA,"380","0.70",NA,"180",NA,NA,NA,"0.06",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,"0","0",NA,NA
"14-043","Babaco, flesh only",NA,NA,NA,NA,NA,"UK21","Cashel et al (1989) Composition of foods, Australia, volume 1, and Wu Leung and Flores (1961) Food composition table for use in Latin America, Institute of Nutrition of Central America and Panama","93.9","17","72","0.18","1.1",NA,"0","0","0",NA,NA,NA,NA,"11","0.40","6","14","140","2","0.1",NA,NA,NA,NA,NA,0.03,"0.04",0.7,NA,NA,NA,"0.0",NA,NA,"26","0.0",NA,NA
